"";"CO_MUNICIPIO";"Populacao";"desp_aluno_mat";"CO_ENTIDADE";"IN_LOCAL_FUNC_PREDIO_ESCOLAR";"IN_LOCAL_FUNC_SALAS_EMPRESA";"IN_LOCAL_FUNC_SOCIOEDUCATIVO";"IN_LOCAL_FUNC_UNID_PRISIONAL";"IN_LOCAL_FUNC_PRISIONAL_SOCIO";"IN_LOCAL_FUNC_TEMPLO_IGREJA";"IN_LOCAL_FUNC_CASA_PROFESSOR";"IN_LOCAL_FUNC_GALPAO";"IN_AGUA_FILTRADA";"IN_AGUA_REDE_PUBLICA";"IN_AGUA_POCO_ARTESIANO";"IN_AGUA_CACIMBA";"IN_AGUA_FONTE_RIO";"IN_AGUA_INEXISTENTE";"IN_ENERGIA_REDE_PUBLICA";"IN_ENERGIA_INEXISTENTE";"IN_LABORATORIO_INFORMATICA";"IN_QUADRA_ESPORTES";"IN_BIBLIOTECA";"IN_SALA_LEITURA";"IN_INTERNET";"IN_BANDA_LARGA";"IN_ALIMENTACAO";"UF";"Nome_Escola";"Indicador_Escola";"num_matriculas"
"11436";2902807;22232;11776,6978434592;29374057;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;"BA";"CEJSP-CENTRO EDUCACIONAL JEROSMIRO DOS SANTOS PEREIRA";4,3;289
"11437";2902807;22232;11776,6978434592;29403707;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"BA";"CENTRO EDUCACIONAL ANTONIO RODRIGUES";4,5;102
"11438";2902807;22232;11776,6978434592;29426570;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"BA";"COLEGIO MUNICIPAL PADRE VERGILIO ZOPPI";4,6;1326
"11439";2902807;22232;11776,6978434592;29212910;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"BA";"CENTRO EDUCACIONAL CLERISTON ANDRADE";4,4;752
"11440";2902807;22232;11776,6978434592;29213070;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;1;"BA";"CERP - CENTRO EDUCACIONAL RIO PRETO";5,1;540
"11441";2400208;57743;15348,9216952209;24066052;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"RN";"EM PROFESSORA NAIR FERNANDES RODRIGUES";3,3;1286
"11442";2313955;18239;14544,3585017123;23030399;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"CE";"ANTONIO MANOEL DE ARAUJO EEF";3,3;235
"11443";2313955;18239;14544,3585017123;23030453;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"CE";"FRANCISCO PIO DE FARIAS EEF";4;325
"11444";2313955;18239;14544,3585017123;23237139;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"CE";"NAIARA MACEDO VASCONCELOS EEF";4;166
"11445";2313955;18239;14544,3585017123;23030542;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"CE";"DEPUTADO MANOEL RODRIGUES EEF";4,6;494
"11446";2313955;18239;14544,3585017123;23030658;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;"CE";"ODILON NOBRE EEF";7;337
"11447";2313955;18239;14544,3585017123;23285818;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;"CE";"WALDIR LEOPERCIO EEF";5;320
"11448";3157658;6387;39670,0840425532;31150037;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;"MG";"EM BARAO DO RIO BRANCO";4,4;138
"11449";2313302;57914;12721,3294602059;23109564;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;"CE";"FRANCISCO FERREIRA DE SOUSA EEIF";4,3;361
"11450";2313302;57914;12721,3294602059;23110791;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;1;"CE";"AMANCIO CORDEIRO JUNIOR EEF";5,1;498
"11451";2313302;57914;12721,3294602059;23230053;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;"CE";"RAIMUNDO ALVES DE MELO EEIF";5,3;289
"11452";2313302;57914;12721,3294602059;23258284;1;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;"CE";"JOAQUIM PIMENTA EEF";4,8;980
"11453";2313302;57914;12721,3294602059;23224428;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;1;"CE";"CANTINHO DO SABER";6,7;769
"11454";2313302;57914;12721,3294602059;23109238;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"CE";"TERESA ARAGAO SERRA EEF";5;656
"11455";2313302;57914;12721,3294602059;23110562;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"ENEAS ALVES MOTA EEIF";4,7;592
"11456";2313302;57914;12721,3294602059;23110929;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;"CE";"CRISTINA LIBERALINA LOIOLA EEF";4,3;206
"11457";2313302;57914;12721,3294602059;23109297;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;1;1;0;1;"CE";"FRANCISCA CAVALCANTE FIALHO EEF";5,2;190
"11458";2313302;57914;12721,3294602059;23109742;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;"CE";"MARIA DO LIVRAMENTO BARRETO DA COSTA LEITAO EEF";4,6;755
"11459";2313302;57914;12721,3294602059;23269855;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;"CE";"ANTONIO ARARIPE COLEGIO";6,5;628
"11460";2313302;57914;12721,3294602059;23110589;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;1;0;1;"CE";"FRANCISCO ALVES DE OLIVEIRA EEIF";5,1;229
"11461";2313302;57914;12721,3294602059;23109165;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;"CE";"RAIMUNDO GONCALVES MAIA EEIF";5,4;239
"11462";2313302;57914;12721,3294602059;23110031;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;"CE";"JOSE CACULA PEDROSA EEIF";4,6;458
"11463";2313302;57914;12721,3294602059;23109980;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;"CE";"DESIDERIO DE SOUSA PEDROSA EEIF";4,7;335
"11464";2313302;57914;12721,3294602059;23182857;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;"CE";"JOSE FERREIRA DE SOUSA EEIF";5,1;388
"11465";2313302;57914;12721,3294602059;23108932;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;"CE";"DOMINGAS GOMES DE AGUIAR EEIF";6;278
"11466";2313302;57914;12721,3294602059;23258292;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"CE";"DONDON FEITOSA EEFM";5,1;722
"11467";2313302;57914;12721,3294602059;23186607;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;"CE";"LUIZA MARIA DA SILVA EEF";4,9;167
"11468";2313302;57914;12721,3294602059;23110287;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;"CE";"JESUS MARIA JOSE EEIF";4,6;412
"11469";2313302;57914;12721,3294602059;23109602;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;0;1;"CE";"JOAO CASIMIRO DE OLIVEIRA EEIF";4,4;513
"11470";2313302;57914;12721,3294602059;23110600;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;"CE";"FRANCISCO CIRILO DE ARAUJO EEIF";4,9;235
"11471";2313302;57914;12721,3294602059;23227788;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;"CE";"ELISEU MENESES DA COSTA EEIF";4,5;282
"11472";2313302;57914;12721,3294602059;23108835;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;"CE";"DR ALBERTO FEITOSA LIMA EEIF";5,2;313
"11473";4311718;4814;38521,4817;43077498;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;0;1;"RS";"EMEB EUCLIDES ARANHA";3,5;153
"11474";3300803;56603;34192,643035488;33044090;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"RJ";"E M ERNESTINA FERREIRA CAMPOS";3,7;218
"11475";3300803;56603;34192,643035488;33043981;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"RJ";"E M ALMERINDA FERREIRA DE ALMEIDA";3,9;1007
"11476";3300803;56603;34192,643035488;33043558;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RJ";"C M PROF CARLOS BRANDAO";2,9;926
"11477";2209955;4755;14837,5193710692;22079483;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"PI";"ESC MUL JOSE CARLOS DANTAS BARBOSA";2,9;124
"11478";2209955;4755;14837,5193710692;22136223;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;"PI";"ESCOLA MUNICIPAL LAURENICE NUNES VIANA";3,2;99
"11479";2209955;4755;14837,5193710692;22078789;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;"PI";"ESCOLA MUNICIPAL ALANO BELEZA";3,3;212
"11480";3203056;29642;17791,6098931384;32017103;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"ES";"EMEF BARRA SECA DE PONTE NOVA";3,3;283
"11481";3203056;29642;17791,6098931384;32016638;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;1;"ES";"EMEF SANTA RITA DE CASSIA";5;452
"11482";3203056;29642;17791,6098931384;32016697;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;"ES";"EMEF PATRIMONIO NOSSA SRA DE FATIMA";3,8;469
"11483";3203056;29642;17791,6098931384;32017081;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"ES";"EMEF ORELIO CALIMAN";4,8;316
"11484";3203056;29642;17791,6098931384;32016670;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"ES";"EMEF MARCIANO ALTOE";3,3;496
"11485";3203056;29642;17791,6098931384;32016760;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;"ES";"ECORM DE GIRAL";5;123
"11486";3203056;29642;17791,6098931384;32018053;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;"ES";"EMEIEF PALMITINHO";4,3;182
"11487";3203056;29642;17791,6098931384;32016751;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;1;1;"ES";"ECORM DE JAPIRA";4,6;184
"11488";3203056;29642;17791,6098931384;32016719;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;1;1;"ES";"ECORM SAO JOAO BOSCO";4,7;324
"11489";2100154;12360;12612,8184807074;21134103;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UNIDADE DE EDUCACAO BASICA SERGIO LEONARDO";3,5;216
"11490";2100154;12360;12612,8184807074;21228230;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;"MA";"UNIDADE DE EDUCACAO BASICA MARIANA PEREIRA CARDOSO";3,3;374
"11491";2100154;12360;12612,8184807074;21134324;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"MA";"UNIDADE DE EDUCACAO BASICA GOVERNADOR JOSE SARNEY";3;162
"11492";2100154;12360;12612,8184807074;21261709;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"MA";"UNIDADE DE EDUCACAO BASICA JAIME BATALHA DE SOUZA";2,9;183
"11493";2100154;12360;12612,8184807074;21133352;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UNIDADE DE EDUCACAO BASICA PEDRO MARIANO MORENO";4;453
"11494";3145356;10839;34009,3599514563;31157279;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;"MG";"EM DOMICIO PINTO MIRANDA";3,8;83
"11495";3145356;10839;34009,3599514563;31156892;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;"MG";"EM MANOEL GONCALVES SOARES";4,5;104
"11496";2309003;14377;16755,3563855422;23022094;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;0;1;"CE";"ANTONIA FERREIRA DOS SANTOS EEIEF";4;300
"11497";2309003;14377;16755,3563855422;23022469;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;"CE";"JOAO SILVERIO DE AZEVEDO EEIEF";5;319
"11498";2309003;14377;16755,3563855422;23022183;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;"CE";"FRANCISCO RICARDO DA SILVA EEIEF";5,3;257
"11499";2309003;14377;16755,3563855422;23022345;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;"CE";"DEPUTADO MANOEL RODRIGUES CENTRO EDUCACIONAL";5,2;478
"11500";3157906;16080;19201,041326087;31312495;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;"MG";"EM AGROPEC MAJOLO COSTA MACHADO";5,6;289
"11501";2709103;20097;14987,4037096774;27021238;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;"AL";"ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA IRACI TEOFILO DE CASTRO";4;2146
"11502";2709103;20097;14987,4037096774;27021009;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;"AL";"ESCOLA MUNICIPAL DE EDUCACAO BASICA BARAO DO RIO BRANCO";4,3;607
"11503";2709103;20097;14987,4037096774;27021050;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;0;1;1;1;"AL";"ESCOLA MUNICIPAL DE EDUCACAO BASICA EDGAR TENORIO DE LIMA";4,2;670
"11504";2513943;2582;22614,1019205298;25053647;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;"PB";"E M E I F M JOAO MARTINS DOS SANTOS";4;384
"11505";3115805;10613;18282,0211147541;31269409;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM CARLOS PRATES";4,1;679
"11506";2201051;7703;12875,6758208955;22040374;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;"PI";"UNID ESC EVARISTO CAMPELO DE MATOS";4;806
"11507";2201051;7703;12875,6758208955;22040382;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"PI";"UNID ESC FRANCISCO ANTONIO MARTINS";4,2;264
"11508";2201051;7703;12875,6758208955;22040420;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;1;"PI";"UNID ESC HERMENEGILDO FRANCISCO DE ABREU";4,2;364
"11509";3305208;98470;20409,2206522375;33028460;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;1;"RJ";"E MZ RETIRO";3,4;248
"11510";3305208;98470;20409,2206522375;33163090;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"RJ";"ESCOLA MUNICIPAL PROFESSORA MIRIAM ALVES DE MACEDO GUIMARAES";4,4;895
"11511";3305208;98470;20409,2206522375;33028206;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;1;1;"RJ";"EMZ LUCINDA FRANCISCONE MEDEIROS - MUNICIPALIZADA 2012";3,8;276
"11512";3305208;98470;20409,2206522375;33150800;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;"RJ";"E M PROFESSORA DULCINDA JOTTA MENDES";4,2;457
"11513";3305208;98470;20409,2206522375;33028435;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;1;"RJ";"E MZ PAINEIRA";3,4;601
"11514";3305208;98470;20409,2206522375;33028257;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"RJ";"E M ANTONIO VAZ DA SILVA";3,7;870
"11515";3305208;98470;20409,2206522375;33102473;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;"RJ";"E M PROF MARIA DA GLORIA DOS S MOTTA";3,4;487
"11516";3205101;75652;20764,8114439519;32065850;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"ES";"EMEF PROF DIVANETA LESSA DE MORAES";3,3;871
"11517";3205101;75652;20764,8114439519;32037635;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"ES";"EMEF CONSTANTINO JOSE VIEIRA";4,1;1262
"11518";3205101;75652;20764,8114439519;32037678;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"ES";"EMEF DR DENIZART SANTOS";4,6;611
"11519";3205101;75652;20764,8114439519;32037619;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"ES";"EMEF ADAMASTOR FURTADO";4,5;837
"11520";2413706;5481;14836,6183284457;24044270;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;"RN";"EM JOSE MACHADO DE SOUZA";2,9;346
"11521";2109759;7645;10416,8188227334;21125430;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"ESCOLA MUNICIPAL MACIEIRA NETO";2,7;286
"11522";2109759;7645;10416,8188227334;21124930;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;"MA";"EM DAVI BARBOSA ROLINS";2,9;114
"11523";2109759;7645;10416,8188227334;21125074;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM FERREIRA NETO";2,7;240
"11524";2109759;7645;10416,8188227334;21195323;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"CENTRO EDUCACIONAL MARIA DO CARMO BARBOSA";3,5;231
"11525";5103304;19702;20061,3282105263;51000016;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;"MT";"EMCARLOS POMPERMAYER";4,9;133
"11526";3202009;6920;46192,6467407407;32046790;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;1;"ES";"EMEF MUNDO NOVO";4,7;192
"11527";2102325;71227;10042,649427593;21208395;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM BOM JESUS";3,2;202
"11528";2102325;71227;10042,649427593;21081530;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;"MA";"UI BURITICUPU";4;1102
"11529";2102325;71227;10042,649427593;21081638;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UI JOAO LISBOA";3,5;233
"11530";2102325;71227;10042,649427593;21081549;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"MA";"UI PE EDMILSON DE SOUSA FREIRE";3,5;907
"11531";2102325;71227;10042,649427593;21208298;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;"MA";"UI SIMAR PEREIRA PINTO";3,9;1062
"11532";2102325;71227;10042,649427593;21078874;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;"MA";"EM JOSE DE ALENCAR";3,5;79
"11533";2102325;71227;10042,649427593;21349207;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;"MA";"U I PROFESSORA JUVENILIA SOARES SOUSA";3,2;752
"11534";2102325;71227;10042,649427593;21081271;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"UI ROSEMIRA MACHADO CASTRO";2,8;208
"11535";2102325;71227;10042,649427593;21274860;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;"MA";"UI ANTONIO JOAQUIM DA SILVA";3,7;656
"11536";2102325;71227;10042,649427593;21081557;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;"MA";"UI PROF TACITO DE CALDAS";3,1;713
"11537";2102325;71227;10042,649427593;21080836;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;"MA";"UI DR IRIS PEDRO DE OLIVEIRA";3,8;499
"11538";2102325;71227;10042,649427593;21081328;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"MA";"EM JOSE DE ANCHIETA";3,5;301
"11539";2102325;71227;10042,649427593;21080003;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;"MA";"UI RUI BARBOSA";2,4;447
"11540";2102325;71227;10042,649427593;21222088;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;0;1;1;1;"MA";"UNIDADE INTEGRADA JOSE BONIFACIO";4;662
"11541";2102325;71227;10042,649427593;21231630;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;1;"MA";"UI JUSCELINO KUBITSCHEK";3,8;908
"11542";2102325;71227;10042,649427593;21253374;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;"MA";"EM GONCALVES DIAS";3,1;436
"11543";2102325;71227;10042,649427593;21081522;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;1;1;"MA";"UI SARA KUBITSCHEK";3,7;1232
"11544";2102325;71227;10042,649427593;21274290;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;"MA";"UI PROFª VALDEANA ALMEIDA DOS REIS";3,1;925
"11545";2101350;5544;10245,0165804598;21329613;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MA";"ESC DE ENS FUND PROF CAMELIA FARIAS DIAS";3,8;803
"11546";1720499;4161;26021,4511486486;17038855;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;"TO";"ESCOLA MUNICIPAL GETULIO VARGAS";5,2;438
"11547";2102036;33615;10767,0356900801;21210497;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;"MA";"EM MANOEL BEQUIMAO";3,4;305
"11548";2102036;33615;10767,0356900801;21079900;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;"MA";"EM RIO BRANCO";2,8;218
"11549";2102036;33615;10767,0356900801;21231672;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;"MA";"UI ROVERSAN DE MORAES NETO";3,7;692
"11550";2102036;33615;10767,0356900801;21242780;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;1;"MA";"EM CRIANCA FELIZ II";3,2;219
"11551";2102036;33615;10767,0356900801;21081441;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;"MA";"UI DR FRANCISCO XIMENES ARAGAO FILHO";3;514
"11552";2102036;33615;10767,0356900801;21080968;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;1;"MA";"UI MANOEL CAMPOS SOUSA";3;598
"11553";3170479;3337;15908,9542028986;31114197;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"MG";"EM GUSTAVO CAPANEMA";4,5;649
"11554";2704203;28793;13449,164393531;27019756;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;1;1;1;0;1;"AL";"ESCOLA MUNICIPAL DE EDUCACAO BASICA PREFEITO BENICIO FERREIRA REIS";5,2;791
"11555";2704203;28793;13449,164393531;27222845;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;"AL";"ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DA CONCEICAO";4,4;1384
"11556";2903300;6367;23059,0821967963;29413184;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;"BA";"ESCOLA MUNICIPAL DOMINGOS CHAVES";3,8;514
"11557";3304110;18829;38348,9112855741;33032122;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"RJ";"CIEP BRIZOLAO 487 OSWALDO LUIZ GOMES";4,8;1003
"11558";2927606;15091;15456,8633598585;29114543;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;"BA";"CENTRO EDUCACIONAL ANTONIO DA SILVA FEITOSA";3,8;216
"11559";2927606;15091;15456,8633598585;29114659;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;1;1;"BA";"CENTRO EDUCACIONAL ZENOR PEREIRA TEIXEIRA";3,2;363
"11560";2927606;15091;15456,8633598585;29115019;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;"BA";"COLEGIO MUNICIPAL PEDRO BATISTA";3,7;735
"11561";2927606;15091;15456,8633598585;29114632;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;"BA";"CENTRO EDUCACIONAL ALFRA BARBOSA VALADAO";3;269
"11562";1505502;108547;12628,3270933451;15142698;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;"PA";"E M E F IRMA MARIA ANGELICA DANTAS";4,3;1125
"11563";1505502;108547;12628,3270933451;15541029;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"PA";"E M E F PRES CASTELO BRANCO";4,8;438
"11564";1505502;108547;12628,3270933451;15574032;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;1;"PA";"E M E F HILDA OLIVEIRA SA";2,9;847
"11565";1505502;108547;12628,3270933451;15119190;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;1;"PA";"E M E F ANESIA DA COSTA CHAVES";4,8;1053
